,post_id,comments_text
561,2191666.0,
562,2191666.0,"И до сих пор засекречены номера и названия американских частей штурмовавших Берлин. А у американских солдат, которые фотографировали друг друга на ступенях поверженного Рейхстага, отобрали все фотоаппараты и засветили плёнку. Такая вот история..."
563,2191666.0,И поверят же Амеры 😹😹😹😹
564,2191666.0,Почему вместо флага СССР тряпка???
565,2191656.0,Да ваш Трамп только языком лялякать может.Пи*дабол такой же как и зелёная плесень
566,2191656.0,Что он оправдывается? Перед кем?
567,2191656.0,Марионетки.
568,,
569,2191656.0,"Никчемная суета, болтовня и ложь, вокруг никому не нужного мира.
Сша мир не нужен, так как войной осуществляется ослабление РФ и наносится ей вред. Оружие сша теперь будет меняться на украинские недра. Ох как хорошо для сша!
Украине мир не нужен, так как ,аэлита,, и жид получают гонорары и имеют паспорта лондонские.
А России нужно доосвобождать территории. И закрываться границей.
Поэтому хватит слушать бред о мире🤞😡"
570,2191656.0,"Если бы вы хотели прекратить войну которую США начали против России руками национал-предателей из окраины,то не только прекратите поставки своего оружия,но и поставленное возвратите назад в свою пиндосию."
571,2191656.0,😳😳😳😳😳😳
572,2191643.0,"Пускай знаю и другим расскажут, сцуки."
573,2191643.0,Можем повторить до кого не доходит !
574,2191643.0,"Молодец Соловьёв !🇷🇺🇷🇺🇷🇺✊
Несгибаемая патриотическая позиция гражданина России!"
575,2191643.0,"При троне всегда был человек, которому позволялось всё,  в утеху..😁"
576,2191643.0,"Много на себя берет ...
Марина, это не патриотизм, а популизм с использованием патриотических лозунгов.
Вреда такие лжепатриоты приносят гораздо больше ,чем пользы, заражая сознание соотечественников  агрессией и иллюзиями. Он, как поп Гапон на политической арене 
современной российской действительности."
577,2191643.0,
578,2191643.0,
579,2191643.0,"Ну уже сдулся ,вечер стал сборищем очк@лизов"
580,2191643.0,
581,2191643.0,"Харе воевать на своей земле. Надо дать всем понять, что подобная практика неприемлема. Сами или через прокси не имеет значения. Рыпнулись- на получи по своему дому!"
582,2191643.0,"У себя , во Франции , разберитесь!😝🤷"
583,2191643.0,👍👍👍👍👍❤❤❤❤❤🙏🙏🙏
584,2191643.0,Молодец!
585,2191643.0,
586,2191643.0,"Ни с Ириной, ни со Зверем вступать в дискуссию не вижу смысла. Вместо аргументов в защиту своей точки зрения и приведения цитат и фактов,  у вас тут же проявляется
агрессия. 
  Надо уметь принимать  другую точку зрения, отличную от вашей без всякой предвзятости."
587,2191633.0,"А что, кто-то до этого сомневался в фашистской сущности киевского режима и Запада?"
588,2191633.0,
589,2191633.0,
590,2191633.0,"Скажите, а зачем мы сволочам фашистским предлагаем перемирие.
Это идиотизм и уже зашкаливает свинством украинским...
Показать миру, какие они плохие. Так мир и так об этом знает и все понимает.
Ес и сша пох на все это. Главное, что РФ плохо...."
591,2191633.0,"Противовоздушка наша работает как надо, дроны хохлятские взрывает только так, не всегда всё идеально, но в большинстве своём все отлично срабатывает!"
592,2191633.0,"напрягает, что нет единых правил по применению БПЛА в военных целях, угроза то серьезная конкретно в данный момент создается для нашей страны"
593,2191625.0,"Приветик Бандере передавай, мелкобританский свин🐷"
594,2191625.0,
595,2191625.0,"Таких следует швырять в скотомогильник,а сверху сооружать домик общественного сральника."
596,2191625.0,....Мы вас всех убьем
597,2191625.0,
598,2191625.0,Одним фашистом стало меньше!
599,2191625.0,Еще один гадёныш перестал гадить.
600,,
601,2191617.0,"да уж, России и по сей день приходится выступать против фашизма, только в этот раз на украине руками странами нато"
602,2191605.0,
603,2191605.0,О как народ разделили 🤦‍♀️
604,2191605.0,"Идеальное место для концерта, красавчики! хотя странно, что эти долбо@бы ещё 5 метровую стену посреди реки не построили.....🙈🙉🙊"
605,2191605.0,"Жители Нарвы живут как в концлагере🤦, их не выпускают в Ивангород"
606,2191605.0,👏👏👏👏👏❤❤❤❤❤🌹🌹🌹🌹🌹
607,2191605.0,Молодцы! Ивангороду присвоить внеочередное звание за лучшую политическую работу среди малых городов России!
608,2191605.0,"Бедные ,мне их жалко. Жить в демократии и не иметь своей воли и слова- это жить в клетке."
609,2191602.0,"Две страны сестры , которые на протяжении всей истории рядом и опора друг для друга"
610,2191602.0,"На Украине нацистов из прошлого считают национальными героями. Это что-то новое, не думала такого увидеть"
611,2191596.0,👍👍👍👍👍👍👍👍👍👍❤❤❤❤❤🌹🌹🌹🌹🌹🌹🌹🙏🙏🙏
612,2191591.0,"Мы вновь наступили на грабли. 
Чемуто поверили. Какому то разговору о мнимом и выдуманном сша мире.
В авантюру, предложенную нам....
А всего то было, то, что бандиты и  жулики сша, просто выполняли свой план о грабеже недр украины.
Понимая, что украина умирает, они урвали у нее бессильной, основные жизненные органы - недра.
А разговор о мире был лишь для того, что бы заморочить и нам и миру голову.
И взять себе то, что можно, в этом случае ...
С вашингтоном говорить о мире, как с ,,волком в лес пойти, на прогулку,,🤞😡"
613,2191591.0,Подписали без всяких гарантий и бессрочно ! 😝😂😂😂
614,2191591.0,Просто взяли и схавали целую страну...🤔😳😄
615,2191591.0,"Продал страну с потрохами, а они всё скачут, тупенькие..."
616,2191591.0,
617,2191591.0,"Не хочу назвать себя провидцем, на подобная мысль приходила в голову ещё два года назад, даже какому-то хохлу писал, что хлеб без сала кушать им лет 200 придется 🤣🤣🤣"
618,2191591.0,"Вот интересно ,договор по редкоземам и  минералам Зеля и Трамп  подписали .А где амеры копать будут эти редкоземы ?Вроде ж в основном все полезные ископаемые находятся теперь на нашей территории"
619,2191585.0,Ну что показали ? Теперь будите гнить в земле хохлы на столько тупые что аж п*здец
620,2191585.0,"Все прекрасно понимают, что Украина не в состоянии победить на поле боя. Потому они и пытаются нас очернить перед всеми"
621,2191585.0,"СВО это наша защита и обеспечение безопасности. Поэтому Владимир Путин её начал, так как чувствовал что иначе может случится беда"
622,2191585.0,"Украина не сможет выиграть ни на поле боя, не в конфликте вообще. Они проигрывают и проиграют"
623,2191585.0,О каких перемириях можно говорить с фашистами. Зачем мы это делаем?😡
624,2191585.0,сашенька ... - что бы не быть ... фашистами 😊😊😊
625,2191585.0,
626,2191585.0,👍👍👍👍👍👍👍👍👍👍❤❤❤❤❤🙏🙏🙏
627,2191580.0,
628,2191580.0,"они на 9 мая даже решили и не ехать, побоялись видимо, что РФ может парад в сторону украины развернуть😂"
629,2191580.0,"стоит отдать должное нашему президенту, он умеет излагать мысли, за что мы его очень ценим"
630,2191580.0,"заметил, что Путин в своих публичных выступлениях всегда готов поддержать Россию и россиян, вселить веру и надежду"
631,2191570.0,Бейте ногами🤗
632,2191570.0,Давай на глушняк!
633,2191570.0,
634,2191543.0,
635,2191533.0,Живи Донецк!
636,2191533.0,👏👏👏👏👏❤❤❤❤❤
637,2191533.0,"Да уж, в 2014 году все было намного проще и безопаснее. Но Запад не хочет завершения конфликта - это же очевидно"
638,2191527.0,"Они разве не затушили Вечный огонь?  Современная «элита» Украины вроде сделала все, чтобы нацизм был выше всего."
639,2191527.0,Теперь и эти снесут.
640,2191527.0,Как они его ещё не снесли?? Зрада 😂😂😂😂
641,2191527.0,"👏👏👏👏👏👏👏👏👏👏❤❤❤❤❤🙏🙏🙏

🥲🥲🥲🥲🥲❤❤❤❤❤🙏🙏🙏🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹"
642,2191524.0,"Как по мне, с антисемитизмом пускай борются евреи."
643,2191524.0,Нацизм великая рассия и превозносит сейчас
644,2191522.0,"Читал где-то, что Петюня Потрошенко имеет большую часть похоронного бизнеса на Свинорейхе. Он не только главный шоколадный анус, ему еще куча другого бизнеса принадлежит и в ликеро-водочном и в оборонке и в энергетике. Короче, поднялся он крепко на проекте Свинорейх. Кому война, а кому ..."
645,2191522.0,😳😳😳😳😳
646,2191513.0,А хаха не хохо
647,2191513.0,"К сожалению, это мнение одного человека, а не официальных лиц. Там даже ""агент Дональд"" такое решение в одиночку принять не может."
648,2191513.0,"Дружить надо уметь..))
Вот я умею, но нет времени, работаю слишком много..  ответственность причем во многих темах.. вот я увлекся."
649,2191506.0,"ВМЕСТЕ, ПРИ ПОЛНОМ ПАРАДЕ, ПОБЕДУ ЕЩЁ СПРАВИМ!

Как черти от ладана, так и бандеровцы от наших
Символов Великой Победы беснуются страшно!
Вот седовласую бабушку, пришедшую к павшим,
В пилотке с красной звездой посчитали опасной!
Конечно, она, напоминая правду, глаза им режет
И заставляет вспоминать об их вечном позоре!
Весь мир, глядя на то, как тварей этих корёжит,
Понимает, кто украл Истину: шапка горит на воре!
Мы скоро Землю от неонацистов этих избавим
И возвратим людям всё, что было для них свято!
Вместе, при полном параде, Победу ещё справим!
Вместе цветы возложим к памятникам Солдатам!

Сетина Эльвира 09.05.25"
650,2191506.0,Уроды просто забыли историю
651,2191506.0,"Галочку поставить не забудьте - ще одна перемога,пожилую женщину победили,толпой! Жалкое зрелище ,страна прямиком летит в тартарары,что ж поможем!!!
С Днём Победы!!!🕊️🌟"
652,2191506.0,ДЕД ЗЕЛЕБОБИКА ОКАЗЫВАЕТСЯ С ЗАПРЕЩЁННОЙ СИМВОЛИКОЙ ДО БЕРЛИНА ДОШЁЛ...!
653,2191506.0,"Правда глоза колет,сами уже не рады,вляпались"" трусики кружевные""получите ,будите теперь колонией американцам!
А людям которые празднуют победу сегодня на Украине пусть даже по-тихому С ДНЁМ ПОБЕДЫ!!!"
654,2191506.0,"Вот она настоящая угроза кУевскому режиму...Сильны они воевать с пенсионерами и памятниками. Чубатые ВЫРУСИ... 
Женщине УВАЖЕНИЕ! 
 другие пенсионерки бегали на майдан в дуршлагах."
655,2191506.0,Бабуля железная. Показала бандэрам кто они на самом деле
656,2191500.0,
657,2191500.0,🤙
658,2191500.0,"Согласен, очень точно, вернее достаточно, для реального положения дел и времени встречи.

Я то вот тоже нашел способ доставки грузов обходя все пространство планетарного пространства, поэтому умен и краток, не азартен и полезен, хотя  на другой волне, это дипломатия, спустился буквально с неба, зная что в такой ситуации мировой не заметят, а заметят так не предадут значения, единственное общее у нас с вами всеми это высокий уровень культуры, это настоящее, что живёт и придает сознательности. Так что праздники святой день, но после него уверен новая эра работы будет весьма успешной и главное крутой ;)"
659,2191500.0,Этим шавкам только тыкать надо... Совсем оборзели...
660,2191464.0,"ГА ООН , это там где пьют кофе и базарят , так что место ей подходит для ее интеллекта ! )))"
661,2191464.0,Дура дурой и потомственная фашистка. Они там ебобокнулись что ли?
662,2191464.0,"Неужели посты в ООН так обесценены,что можно продвинуть и такую Дуру...!?"
663,2191464.0,лишь бы ее рожу пореже видеть
664,2191464.0,Потом спрашивают что с эвропой😁
665,2191464.0,"У них что,нормальные люди перевелись?Кризис во всем?"
666,2191464.0,А батут разрешат в кабинете установить?
667,2191464.0,
668,2191464.0,"На зло РФ ,вот.увидете, назначат это ""совершенство"". Дай бог, чтобы я ошибся."
669,2191464.0,"Она же тупая ,как пробка!!!"
670,2191464.0,Это дно...
671,2191464.0,Давайте нацистов ещё прокурорами назначать!🤥
672,2191450.0,
673,2191450.0,"«Поздравляют»!
За сколько миллионов рублей?
Кто согласился бесплатно?"
674,2191429.0,"Просто ещё раз показали, что они глубочайшая задница гейропы..."
675,2191429.0,Это те сволочи которые провели парад возле сартиров ?
676,2191429.0,Зарезать бы этого мэра 👹
677,2191429.0,"Наступит время, когда Литве будет стыдно за свои действия и Литва присоединится к России, вместе с Эстонией и Латвией. 😔"
678,2191429.0,А что ещё можно ожидать от прибалтийских вымиратов?
679,2191429.0,А тризубец на мусорке  для указания  куда скидывать все хохлятское?
680,2191429.0,Быстро же с них слетела вежливость и культура!
681,2191429.0,Бандеровскому тризубу самое место на мусорном баке. Как и литовскому национализму. Виленская губерния этого не заслужила.
682,2191429.0,Героев - ветеранов Великой Отечественной войны будут помнить всегда порядочные люди. А кто будет помнить этих пакостников из Литвы? Да никто.
683,2191429.0,"литва, болонка с обосраной задницей громко лающая из под ног американского бульдога🤞🤠"
684,2191429.0,"тут должно быть только 3 действия: 
1) забрать оттуда всех русских , кто хочет вернуться в Россию. 
2) полный разрыв дип отношений. 
3) отзыв признания их независимости, далее восстановление законного конституционного порядка в этих русских землях, с привлечением к ответственности всех русофобов"
685,2191429.0,"Длб. Если бы не русские, вас бы, выродков нацистских, на земле бы сейчас не существовало. И никто никогда не вспомнил бы о вас, изуверы чёртовы."
686,2191429.0,Долбоёбы
687,2191429.0,"Ну а где ещё место для герба Украины? Правильно, на мусорном баке! И унитаз  в цветах флага великой Украины, там ему самое место."
688,2191429.0,
689,2191429.0,Мельче этих наций скотов не видел мир...
690,2191429.0,Гниды
691,2191429.0,"Самое обидное, что Литовцы жили в домах с земляными полами, мы им построили школы, детские сады, дороги, атомную электростанцию, а потом в 90-х, они орали:  ""Русские вон из Литвы"", скоро всё рухнет и вернутся в свои хуторские дома, с земляными полами, история расставит всё на свои места.."
692,2191429.0,"Да и хрен же с ними..пусть живут, как хотят. Нам пофигу на них с высокой колокольни.."
693,2191429.0,"Ха, всё что смогли произвести без СССР, это мусорный контейнер, да и то подозреваю был привезён из евросоюза😁😁😁, собачонки лают,а без СССР ничего на производство поставить не могут, только бесполезное мнение)))"
694,2191404.0,Однозначно
695,2191404.0,"В этом году у нас в России очень красиво отметили праздник Победы!!!Военный парад,убранство городов,салют,гостей очень много!Всё  на высшем уровне!С большим удовольствием на всё смотрели!Спасибо!!!"
696,2191404.0,
697,2191392.0,Про литовскую разведку смешно.
698,2191392.0,Ия о том же. Не смешите мои тапочки.
699,2191392.0,"На этот раз воевать будем х101, сарматами, булавами и пасейдонами.
ЕС хороший полигон для испытания этого тяжелого, смертоносного оружия...
Сначало сожжем европку, затем затопим морскими волнами.
И не станет наконец то этого фашистского евросвинарника!!!!🤞🇷🇺"
700,2191392.0,"Литва опасается, а Дания подтверждает тот факт, что если Россия нападет на Прибалтику, это будет ограниченная война, НАТО не рискнёт вписываться за них"
701,2191392.0,"Вынуждены, чтобы всем ""желающим"" огрести, хватило досыта.🙈🙉🙊"
702,2191392.0,Все эти разведки советуют напасть на Россию пока та не укрепилась ещё больше . Гулять так гулять .
703,2191392.0,"Они надеются на наземные боевые действия, классические, как с хохлами, ну-ну... Чел с картинки слово свое никогда не нарушал, он им в одной из своих речей четко сказал каким образом они закончатся, если по настоящему рыпнутся"
704,2191392.0,"Поставки оружия на украину – это нифига не добрая воля, а план запада по которому за счет ВСУ хотят ослабить нашу страну!"
705,2191392.0,"Думаю, что поражение Киева просто вопрос времени. Так что и странам-союзникам хохляцким уже нет резона отправлять в Киев оружие, у них же вон у руля катастрофа, а не президент. Заодно всему миру показал на встрече с Трампом чего он стоит.."
706,2191392.0,Зеленский не ведет переговоры и не стремится к миру потому что ему это не выгодно в финансовом плане
707,2191392.0,
708,2191392.0,
709,2191392.0,один вопрос: нахрена России нужны территории с враждебным населением и не имеющие ресурсов?
710,2191392.0,"Да не сдалась России ваша ната в голодный год с придачей в 10 пирожков, ссыкуны чёртовы. Когда вы там уже поуничтожаете друг друга, фашисты гребаные!"
711,2191372.0,о как корёжит нацисткого потомка
712,2191372.0,Давилка не сломается?🤣 А то отпружинит так что не обрадуется!
713,2191372.0,"Один такой давил уже , что застрелился скоро..."
714,2191372.0,Новый фюрер?
715,2191372.0,
716,2191372.0,"Тупилка нацистская, ничего у вас не получится-реванша не будет..."
717,2191372.0,"Дырку твари вам от бублика,а не перемирие!"
718,2191372.0,Рыжий объединился с нацистами?
719,2191372.0,Все европейские боссы - плоды инцеста. Связать их всех вместе и утопить в канализации.
720,2191372.0,Заебеться  пыль глотать.
721,2191372.0,"Мало вы получили во время Вов , давить вас надо было всех до одного ,фашисты"
722,2191372.0,"Фашисты готовят очередные пакеты санкций, а мы идем вперед"
723,2191372.0,"Спроси у своего предка, чем кончилось давление на Россию, ушлепок!"
724,2191372.0,Да блин признайтесь что вы обосрались блин харэ уже фигней заниматься дебилы🤣
725,2191372.0,Задавить тварей фашистских...
726,2191372.0,Давилка на его шее затянется быстро!
727,2191372.0,"Фашизм - не пройдёт и если последователи Гитлера этого не понимают,то это их проблема."
728,2191372.0,ФАШИСТЫ У ВАС ПАМЯТЬ КОРОТКАЯ? КТО ТАМ СВОЮ ВОНЮЧУЮ ПАСТЬ ОТКРЫВАТЬ НАЧАЛ? сидите тихо и молитесь что мир был во всем мире твари!
729,2191372.0,плешивый гитлеровец
730,2191372.0,кто сидит за этими чертями?
731,2191372.0,"Чувствую получит Европа скоро отменных пиздюлел, чтобы ещё на 80 лет хватило."
732,2191372.0,Иди лесом!!Гитлер капут!!
733,2191372.0,
734,2191372.0,Глиста нацистская.
735,2191372.0,На клапан у фрица придавило
736,2191372.0,"Валите бабло в дыру и побольше😁потом без штанов придете за хлебушком, а мы вам хрен подадим.. ибо санкции🤣🤣"
737,2191372.0,"Германия снова ступает на свою стезю, которая приведет их к потере государственности... (прошлый раз их спас не кто-нибудь , а ненавистный ими ""диктатор"" Сталин, так как ""братья англосаксы"" и прочие союзники, которые ""тоже победители"", были намерены ликвидировать государство немецкой нации...).
Нация, которая всю свою историю напрягает своими проблемами другие народы, которая уже организовала две мировые войны, теперь посматривает на Третью... Ну что же, если мир уцелеет, то в нем - точно не будет Германского государства. (на радость англосаксам )."
738,2191372.0,"Ну уж теперь точно - на Берлин, и ни какой пощады."
739,2191372.0,"Ну и как, раздавил, гад?"
740,2191372.0,"И что нового он сказал? Мы эту песенку уже наизусть знаем, и что? Можно подумать, что-то новое сказал..."
741,2191372.0,
742,2191372.0,
743,2191372.0,"Доиграется, что от Берлина ничего не останется..."
744,2191372.0,"Европы не должно существовать уже лет как 80.
 Там должно быть море, но Европа живёт только благодаря доброму Русскому солдату."
745,2191372.0,"Они в 08.08.2008-м тот же бред несли,типо Россия напала на грызунию,в итоге передумали и молчат"
746,2191372.0,
747,2191359.0,Очередной пинок под зад наркоше и свинарнику🤣
748,2191359.0,"НАТО - это военный блок масонов, который создает фашизм и все военные преступления на земле. В европейских странах у власти прокси масонов, хотя население христиане (но масоны все сделали для уничтожения христианства). Католики, протестанты отступники - они в религии ниже иудеев, только православие выше иудаизма, поэтому так называемое НАТО устроило войну на святой Руси (но ...)."
749,2191359.0,уже всем на это наплевать
750,2191359.0,"Сегодня он заявляет одно , завтра другое а потом сделает третье ."
751,2191359.0,
752,2191348.0,В клетке привезем его вместе с тварью фон дерьмо ляйн.
753,2191348.0,
754,2191331.0,"А что, Великобритания есть основной победитель? 😏"
755,2191331.0,👏👏👏👏👏❤❤❤
756,2191331.0,"Цветущий май! Такой, как в сорок пятом…
Священное Девятое число!
Я низко, в пояс, кланяюсь солдатам,
Что нам Победу принесли давно.
И в День Победы я обнять готова
Всех ветеранов! Боже, дай им жить!
Не позабудем Подвиг их, и снова
Мы будем их за Жизнь благодарить!"
757,2191331.0,Человечиства брасает визив гитлеру где погибла многий солдат катрое не вернулис дамой.да жопу биритансам челинжир заднису  засунитби Холам сутинёр играйт👍
758,,
759,2191331.0,Все-таки остались ещё трезвомыслящие люди на Туманном Альбионе. Как говорится: выдал базу.
760,2191331.0,Да вообще по хер что они там говорят) моя правда и ее не сломить)
761,2191316.0,Так сегодня на это нужно забить. С Праздником Великой Победы!
762,2191316.0,Это мнение аналитика но не президента... К сожалению.
763,2191316.0,"Устав НАТО,один из  пунктов:Агресси,наподение на одного,наподение на всех""один за всех все за одного"".Их там 33.если Украина в НАТО то все 33 могут.Ну сами понимаете, спрвацируют.Это понимают и США."
764,2191316.0,"Время полно,наберите в гугле Устав НАТО,почитайте вам станет все ясно как белым,что РФ категорически против вступления Украины в НАТО."
765,2191316.0,"НАТО - это военный блок масонов, который создает фашизм и все военные преступления на земле. В европейских странах у власти прокси масонов, хотя население христиане (но масоны все сделали для уничтожения христианства). Католики, протестанты отступники - они в религии ниже иудеев, только православие выше иудаизма, поэтому так называемое НАТО устроило войну на святой Руси (но ...)."
766,2191316.0,
767,2191301.0,"Так Трамп недавно сказал, что хотел , чтобы Конклав избрал этого чувачка 🤣
Ну, хоть что то у трампа получилось🤣"
768,2191301.0,"Сдулись, итальяшки!
Прогнулись под янки 
и не в первый раз... 😏"
769,2191301.0,
770,2191301.0,А так вот зачем Трамп в Ватикан ездил... Занёс однако....
771,2191301.0,Гордые итальянцы нынче гордо курят в сторонке....
772,2191301.0,"Выбрали и выбрали, он не первый и не последний. Время покажет, какой из него получится ""начальник"" католиков"
773,2191301.0,Хитрован. Трамп срулил однако.
774,2191301.0,
775,2191301.0,"Какая-то у него стремная рожа. Как-будто его не Папой избрали, а ""Мамкой"" в хоре мальчиков."
776,2191301.0,А нам не один хрен?
777,2191301.0,Странная улыбка как у всех американцев... Ждем решительного очищения католических священников от смерди (в этом поможем) и далее возвращения в православие...
778,2191301.0,"НАТО - это военный блок масонов, который создает фашизм и все военные преступления на земле. В европейских странах у власти прокси масонов, хотя население христиане (но масоны все сделали для уничтожения христианства). Католики, протестанты отступники - они в религии ниже иудеев, только православие выше иудаизма, поэтому так называемое НАТО устроило войну на святой Руси (но ...)."
779,2191301.0,УРОДСТВО
780,2191280.0,Доня а не пошол бы ты нахрен.
781,2191280.0,БАЛАМУТ...
782,2191280.0,"""Ваше мнение очень важно для нас "" 😏 Доня,  Россия в эти игры не играет. Либо МИР на наших условиях, либо капитуляция, а потом МИР, на них же- других вариантов нет."
783,2191280.0,"К сожалению, зеленскому нет веры 🙂"
784,2191280.0,"Дональд, а не пошел бы ты по известному адресу со своими предложениями и санкциями 🤣"
785,2191280.0,"Ну не выполняют они условия перемирия. Ни одного не выполнили. Поэтому, будут уничтожены. И трампу пора заткнуться и уйти в сторону. Помешать он не сможет."
786,2191280.0,Дополнительные санкции 😂😂 к хохлам 😂😂😂
787,2191280.0,"Пошёл на хрен, «миротворец»! Научены все уже"
788,2191280.0,
789,2191280.0,"не так много времени осталось до окончания украинского конфликта, все-таки разговор Путина с Трампом о многом говорит"
790,2191280.0,"Зеленский давно уже плевать хотел на мирные инициативы других стран, и он продолжает свою войну. США видимо это не понимает"
791,2191280.0,"Как только стороны заключат перемирие , на территории резервации скакуасов тут же появятся войска НАТО в качестве ,, миротворцев ,, . А ВСУ под их прикрытием проведет реорганизацию и перевооружение ."
792,2191280.0,"Зеленский не обращает внимание на все мирные инициативы других стран, он просто их игнорирует. Ему плевать вообще на всех людей вокруг него"
793,2191280.0,Рыжая киска🤣🤣🤣🤣
794,2191280.0,"Нам дурят голову..
И чтото мутят в свою пользу, да и пользу киеву😕"
795,2191280.0,Твои услуги ? Ты их уже позорно предоставил наркоману на похоронах папы.)))
796,2191280.0,И 30 дней эти под курском посиди Трампушка
797,2191270.0,"Браво российским бойцам, разведчикам- расчётам БПЛА, классная и чёткая работа с нахождением западной военной бронетехники и американских РСЗО, и полное уничтожение с объективным контролем.Хорошая подборка про российскую линейку беспилотников ""Ланцет"".Гордимся Армией России."
798,2191270.0,"Украинские власти не думают вообще ни о чем, кроме бабла. Даже многочисленные жертвы не останавливают их кровавую деятельность"
799,2191263.0,"Из этой их дешёвой клоунады и не могло ничего выйти.
Как к их болтовне, которая вечно в будущем времени, можно всерьёз относиться?"
800,2191263.0,А могло быть иначе? Думаю кто то тут облажался
801,2191263.0,"Всем (кроме Кремля) и так было понятно,что ничего хорошего от болтовни с пендосней не выйдет..."
802,2191263.0,конечно они понимают все наши требования по безопасности России...они же и замутили это всё и спровоцировали эту войну с хохлами...о чем вообще с ними говорить!? это враг
803,2191263.0,"Да сколько уже можно обольщаться и на что -то еще тут надеяться ? У США есть собственные глобальные приоритеты .. и они в корне не совпадают с нашим ..Чего вы еще от них ожидаете то ? Снимайте свои розовые очки ..Достало уже это вечное ожидание ""взаимопонимания "" ..Его не будет !"
804,2191263.0,
805,2191263.0,"А какие могут быть отношения с теми, кто нас ненавидит?
Кто развязал войну против нас, кто 30 лет вводит санкции против нас, кто подрывал наши трубопроводы, мосты, кто убивал наших корреспондентов итд.
Какие отношения????😡"
806,2191251.0,Ожившие фото героев-асов Великой Отечественной войны от ИИ...
807,2191251.0,https://vk.com/clip-224863457_456239061
808,2191241.0,"Она не штат , а холуй"
809,2191241.0,Не получится. Украина- окраина России.
810,2191241.0,Украина станет протекторатом США.
811,2191241.0,"Хохлы во все времена были счастливы лечь под кого угодно - под Турцию , под Швецию ,под Польшу ,под Германию (дважды ) ..и только ложились под Россию дважды страдая и корчась ....Проститутки а не нация .."
812,2191241.0,👏👏👏👏👏❤❤❤❤❤🙏🙏🙏
813,2191241.0,"В день победы очень важно вспомнить тех, кто отдал свою жизнь ради жизни. И выразить благодарность за то что они сделали для нас"
814,2191241.0,"Каждый год в День Победы я поздравляю ветеранов, которые победили фашизм и выражаю им огромную благодарность."
815,2191232.0,"Прошло уже немало лет,
Но живо в памяти народа
То время скорби и побед.
Четыре страшных, славных года.

То время истины, огня,
Тот час, когда решались судьбы.
Мы эту память сохраним.
Мы никогда не позабудем.

И в настоящем, в грозный час,
Мы, так же, строимся в колонны,
Как научили деды нас.
И пусть ведёт нас свет бессонный.

Достойны будем тех, кто шёл
Через огонь и тьму к победе,
Чтоб бронзовый фашист-орёл
Навек в своей остался клети.

Мы победим. Иного нет
Для нас пути под этим небом.
Сияет в душах вечный свет,
Его не сжечь огнём свирепым."
816,2191232.0,
817,2191232.0,
818,2191232.0,👍👍👍👍👍👍👍👍👍👍❤❤❤❤❤🌹🌹🌹🌹🌹🌹🌹🙏🙏🙏
